Word,Length,Use_rate
academic,8,1506
academic_administrator,21,333415
academic_costume,15,333416
academic_degree,14,333417
academic_department,18,333418
academic_freedom,15,333419
academic_gown,12,333420
academic_program,15,333421
academic_relation,16,333422
academic_requirement,19,333423
academic_robe,12,333424
academic_session,15,333425
academic_term,12,333426
academic_year,12,333427
academician,11,88377
academicianship,15,333428
academicism,11,333429
academism,9,333430
academy,7,2725
academy_award,12,333431
academy_of_motion_picture_arts_and_sciences,37,333432
academy_of_television_arts_and_sciences,34,333433
acadia,6,29351
acadia_national_park,18,333434
acadian,7,47769
acalypha,8,256227
acalypha_virginica,17,333435
acantha,7,333436
acanthaceae,11,213919
acanthion,9,333437
acanthisitta,12,333438
acanthisitta_chloris,19,333439
acanthisittidae,15,333440
acanthocephala,14,333441
acanthocephalan,15,333442
acanthocereus,13,333443
acanthocereus_pentagonus,23,333444
acanthocereus_tetragonus,23,333445
acanthocybium,13,333446
acanthocybium_solandri,21,333447
acanthocyte,11,333448
acanthocytosis,14,333449
acantholysis,12,333450
acanthoma,9,333451
acanthophis,11,333452
acanthophis_antarcticus,22,333453
acanthopterygian,16,333454
acanthopterygii,15,333455
acanthoscelides,15,333456
acanthoscelides_obtectus,23,333457
acanthosis,10,199941
acanthosis_nigricans,19,333458
acanthuridae,12,333459
acanthurus,10,266531
acanthurus_chirurgus,19,333460
acanthus,8,74764
acanthus_family,14,333461
acanthus_mollis,14,333462
acapnia,7,333463
acapulco,8,19808
acapulco_de_juarez,16,333464
acapulco_gold,12,333465
acaracide,9,333466
acardia,7,333467
acariasis,9,333468
acaricide,9,333469
acarid,6,333470
acaridae,8,333471
acaridiasis,11,333472
acarina,7,247074
acarine,7,333473
acariosis,9,333474
acaroid_resin,12,333475
acarophobia,11,333476
acarus,6,333477
acaryote,8,333478
acatalectic,11,333479
acataphasia,11,333480
acathexia,9,333481
acathexis,9,333482
acc,3,3022
accaroid_resin,13,333483
accelerando,11,264484
acceleration,12,11391
acceleration_unit,16,333484
accelerator,11,12164
accelerator_factor,17,333485
accelerator_pedal,16,333486
accelerometer,13,49701
accent,6,8873
accent_mark,10,333487
accenting,9,133038
accentor,8,279802
accentual_system,15,333488
accentuation,12,172882
acceptability,13,32646
acceptableness,14,333489
acceptance,10,2187
acceptance_sampling,18,333490
acceptation,11,138086
acceptor,8,38716
acceptor_rna,11,333491
access,6,324
access_code,10,333492
access_road,10,333493
access_time,10,333494
accessary,9,333495
accessibility,13,3824
accession,9,10512
accessory,9,3868
accessory_after_the_fact,21,333496
accessory_before_the_fact,22,333497
accessory_cephalic_vein,21,333498
accessory_during_the_fact,22,333499
accessory_fruit,14,333500
accessory_hemiazygos_vein,23,333501
accessory_hemiazygous_vein,24,333502
accessory_nerve,14,333503
accessory_vertebral_vein,22,333504
accho,5,333505
acciaccatura,12,333506
accidence,9,333507
accident,8,3865
accident_surgery,15,333508
accidental,10,11733
accidental_injury,16,333509
accipiter,9,104075
accipiter_cooperii,17,333510
accipiter_gentilis,17,333511
accipiter_nisus,14,333512
accipitridae,12,238832
accipitriformes,15,333513
acclaim,7,18782
acclamation,11,93413
acclimation,11,84107
acclimatisation,15,195555
acclimatization,15,109597
acclivity,9,172553
accolade,8,47627
accommodating_iol,16,333514
accommodating_lens_implant,24,333515
accommodation,13,1349
accommodation_endorser,21,333516
accommodation_ladder,19,333517
accommodation_reflex,19,333518
accommodator,12,333519
accompaniment,13,20225
accompanist,11,77921
accompanying_vein,16,333520
accompanyist,12,333521
accomplice,10,51537
accomplished_fact,16,333522
accomplishment,14,18065
accord,6,10024
accord_and_satisfaction,21,333523
accordance,10,3059
accordance_of_rights,18,333524
accordion,9,23433
accordion_door,13,333525
accordionist,12,167226
accouchement,12,333526
accoucheur,10,333527
accoucheuse,11,333528
account,7,361
account_book,11,333529
account_executive,16,333530
account_payable,14,333531
account_representative,21,333532
account_statement,16,333533
accountability,14,6690
accountancy,11,15265
accountant,10,11090
accountantship,14,333534
accounting,10,1987
accounting_data,14,333535
accounting_entry,15,333536
accounting_firm,14,333537
accounting_principle,19,333538
accounting_standard,18,333539
accounting_system,16,333540
accounts_payable,15,333541
accounts_receivable,18,333542
accouterment,12,333543
accoutrement,12,332026
accra,5,36316
accreditation,13,8232
accretion,9,33870
accroides,9,333544
accroides_gum,12,333545
accroides_resin,14,333546
accrual,7,26242
accrual_basis,12,333547
accruement,10,333548
acculturation,13,76527
accumulation,12,11475
accumulator,11,42894
accumulator_register,19,333549
accuracy,8,2701
accusal,7,333550
accusation,10,28954
accusative,10,80375
accusative_case,14,333551
accused,7,6884
accuser,7,55269
ace,3,5688
ace_inhibitor,12,333552
ace_of_clubs,10,333553
ace_of_diamonds,13,333554
ace_of_hearts,11,333555
ace_of_spades,11,333556
acebutolol,10,175380
acedia,6,333557
acellular_slime_mold,18,333558
acentric_chromosome,18,333559
acephalia,9,333560
acephalism,10,333561
acephaly,8,333562
acer,4,7203
acer_argutum,11,333563
acer_campestre,13,333564
acer_circinatum,14,333565
acer_glabrum,11,333566
acer_japonicum,13,333567
acer_macrophyllum,16,333568
acer_negundo,11,333569
acer_negundo_californicum,23,333570
acer_palmatum,12,333571
acer_pennsylvanicum,18,333572
acer_platanoides,15,333573
acer_pseudoplatanus,18,333574
acer_rubrum,10,333575
acer_saccharinum,15,333576
acer_saccharum,13,333577
acer_spicatum,12,333578
aceraceae,9,223173
acerate_leaf,11,333579
acerbity,8,333580
acerola,7,155643
acervulus,9,333581
acetabulum,10,155232
acetal,6,81416
acetaldehyde,12,74561
acetaldol,9,333582
acetamide,9,164821
acetaminophen,13,22934
acetanilid,10,333583
acetanilide,11,333584
acetate,7,16977
acetate_disk,11,333585
acetate_rayon,12,333586
acetic_acid,10,333587
acetic_anhydride,15,333588
acetin,6,333589
acetoacetic_acid,15,333590
acetone,7,35911
acetone_body,11,333591
acetonemia,10,333592
acetonuria,10,333593
acetophenetidin,15,333594
acetphenetidin,14,333595
acetum,6,333596
acetyl,6,29234
acetyl_chloride,14,333597
acetyl_group,11,333598
acetyl_radical,13,333599
acetylation,11,74592
acetylcholine,13,37025
acetylene,9,55262
acetylsalicylic_acid,19,333600
achaea,6,255438
achaean,7,204419
achaian,7,333601
ache,4,25311
achene,6,333602
acheron,7,94769
acherontia,10,333603
acherontia_atropos,17,333604
acheson,7,76616
acheson_process,14,333605
acheta,6,333606
acheta_assimilis,15,333607
acheta_domestica,15,333608
achievability,13,292040
achievement,11,5127
achiever,8,52760
achille_ratti,12,333609
achillea,8,108655
achillea_millefolium,19,333610
achillea_ptarmica,16,333611
achilles,8,24081
achilles'_heel,13,333612
achilles_tendon,14,333613
achimenes,9,333614
aching,6,31723
achira,6,333615
achlorhydria,12,333616
achmad_sukarno,13,333617
achoerodus,10,333618
achoerodus_gouldii,17,333619
acholia,7,333620
achomawi,8,333621
achondrite,10,333622
achondroplasia,14,163988
achondroplasty,14,333623
achras,6,333624
achras_zapota,12,333625
achromasia,10,333626
achromatic_color,15,333627
achromatic_colour,16,333628
achromatic_lens,14,333629
achromatic_vision,16,333630
achromaticity,13,333631
achromatin,10,333632
achromatism,11,333633
achromia,8,333634
achromycin,10,270889
achylia,7,333635
achylia_gastrica,15,333636
acicula,7,333637
acid,4,2570
acid-base_balance,16,333638
acid-base_equilibrium,20,333639
acid-base_indicator,18,333640
acid_anhydrides,14,333641
acid_dye,7,333642
acid_halide,10,333643
acid_head,8,333644
acid_hydrogen,12,333645
acid_precipitation,17,333646
acid_rain,8,333647
acid_rock,8,333648
acid_test,8,333649
acid_value,9,333650
acidemia,8,218865
acidic_hydrogen,14,333651
acidification,13,63632
acidimetry,10,333652
acidity,7,30799
acidophil,9,333653
acidophile,10,333654
acidophilus,11,49351
acidophilus_milk,15,333655
acidosis,8,52277
acidulousness,13,333656
acinonyx,8,333657
acinonyx_jubatus,15,333658
acinos,6,333659
acinos_arvensis,14,333660
acinus,6,333661
acipenser,9,152176
acipenser_huso,13,333662
acipenser_transmontanus,22,333663
acipenseridae,13,333664
ack-ack,7,333665
ack-ack_gun,10,333666
ackee,5,333667
acknowledgement,15,14305
acknowledgment,14,20457
aclant,6,333668
aclinic_line,11,333669
acme,4,17225
acne,4,8712
acne_rosacea,11,333670
acne_vulgaris,12,333671
acnidosporidia,14,333672
acocanthera,11,333673
acocanthera_oblongifolia,23,333674
acocanthera_oppositifolia,24,333675
acocanthera_spectabilis,22,333676
acocanthera_venenata,19,333677
acokanthera,11,333678
acolyte,7,79531
aconcagua,9,101101
aconite,7,137754
aconitum,8,146141
aconitum_lycoctonum,18,333679
aconitum_napellus,16,333680
acoraceae,9,333681
acorea,6,333682
acores,6,273527
acorn,5,18533
acorn_barnacle,13,333683
acorn_cup,8,333684
acorn_squash,11,333685
acorn_tube,9,333686
acorus,6,229391
acorus_calamus,13,333687
acousma,7,333688
acoustic,8,5796
acoustic_aphasia,15,333689
acoustic_buoy,12,333690
acoustic_delay_line,17,333691
acoustic_device,14,333692
acoustic_gramophone,18,333693
acoustic_guitar,14,333694
acoustic_impedance,17,333695
acoustic_meatus,14,333696
acoustic_modem,13,333697
acoustic_nerve,13,333698
acoustic_phenomenon,18,333699
acoustic_power,13,333700
acoustic_projection,18,333701
acoustic_radiation_pressure,25,333702
acoustic_reactance,17,333703
acoustic_resistance,18,333704
acoustic_spectrum,16,333705
acoustic_storage,15,333706
acoustic_wave,12,333707
acoustician,11,333708
acousticophobia,15,333709
acoustics,9,15309
acquaintance,12,22164
acquaintanceship,16,290097
acquiescence,12,64068
acquired_hemochromatosis,23,333710
acquired_immune_deficiency_syndrome,32,333711
acquired_immunity,16,333712
acquired_reflex,14,333713
acquired_taste,13,333714
acquirement,11,210884
acquirer,8,60428
acquiring,9,13135
acquisition,11,3794
acquisition_agreement,20,333715
acquisitiveness,15,316924
acquittal,9,52432
acquittance,11,333716
acragas,7,333717
acrasiomycetes,14,333718
acre,4,8295
acre-foot,9,333719
acre_inch,8,333720
acreage,7,16877
acres,5,4754
acridid,7,333721
acrididae,9,287692
acridity,8,333722
acridness,9,333723
acridotheres,12,333724
acridotheres_tristis,19,333725
acrilan,7,333726
acrimony,8,114709
acris,5,173970
acris_crepitans,14,333727
acris_gryllus,12,333728
acroanaesthesia,15,333729
acroanesthesia,14,333730
acrobat,7,4752
acrobates,9,333731
acrobatic_feat,13,333732
acrobatic_stunt,14,333733
acrobatics,10,66592
acrocarp,8,333734
acrocarpous_moss,15,333735
acrocarpus,10,333736
acrocarpus_fraxinifolius,23,333737
acrocentric_chromosome,21,333738
acrocephalus,12,158306
acrocephalus_schoenobaenus,25,333739
acrocephaly,11,333740
acroclinium,11,333741
acroclinium_roseum,17,333742
acrocomia,9,333743
acrocomia_aculeata,17,333744
acrocomia_vinifera,17,333745
acrocyanosis,12,333746
acrodont,8,333747
acrogen,7,333748
acrolein,8,123931
acromegalia,11,333749
acromegaly,10,109474
acromial_process,15,333750
acromicria,10,333751
acromikria,10,333752
acromion,8,269761
acromphalus,11,333753
acromyotonia,12,333754
acronym,7,16928
acrophobia,10,237421
acrophony,9,333755
acropolis,9,43065
acropora,8,137689
acrosome,8,164166
acrostic,8,106808
acrostichum,11,333756
acrostichum_aureum,17,333757
acrylamide,10,60559
acrylate,8,68964
acrylate_resin,13,333758
acrylic,7,8694
acrylic_acid,11,333759
acrylic_fiber,12,333760
acrylic_paint,12,333761
acrylic_resin,12,333762
acrylonitrile,13,79688
acrylonitrile-butadiene-styrene,31,333763
act,3,552
act_of_god,8,333764
act_of_terrorism,14,333765
actaea,6,266311
actaea_alba,10,333766
actaea_rubra,11,333767
acth,4,58229
actias,6,333768
actias_luna,10,333769
actifed,7,246820
actin,5,21989
actinaria,9,333770
acting,6,3916
acting_out,9,333771
actinia,7,333772
actinian,8,333773
actiniaria,10,333774
actiniarian,11,333775
actinic_dermatitis,17,333776
actinic_keratosis,16,333777
actinic_radiation,16,333778
actinic_ray,10,333779
actinide,8,114133
actinide_series,14,333780
actinidia,9,241318
actinidia_arguta,15,333781
actinidia_chinensis,18,333782
actinidia_deliciosa,18,333783
actinidia_polygama,17,333784
actinidiaceae,13,333785
actiniopteris,13,333786
actinism,8,333787
actinium,8,194188
actinoid,8,333788
actinolite,10,209573
actinomeris,11,333789
actinomeris_alternifolia,23,333790
actinometer,11,333791
actinometry,11,333792
actinomyces,11,180448
actinomycetaceae,16,333793
actinomycetales,15,235378
actinomycete,12,327558
actinomycin,11,139435
actinomycosis,13,193522
actinomyxidia,13,333794
actinomyxidian,14,333795
actinon,7,333796
actinopod,9,333797
actinopoda,10,333798
actinotherapy,13,333799
actinozoa,9,333800
actinozoan,10,333801
action,6,473
action_at_law,11,333802
action_mechanism,15,333803
action_officer,13,333804
action_painting,14,333805
action_plant,11,333806
action_potential,15,333807
action_replay,12,333808
action_spectrum,14,333809
actitis,7,302265
actitis_hypoleucos,17,333810
actitis_macularia,16,333811
actium,6,146566
activase,8,255177
activated_carbon,15,333812
activated_charcoal,17,333813
activating,10,21346
activating_agent,15,333814
activation,10,5930
activation_energy,16,333815
activator,9,24381
active,6,954
active_agent,11,333816
active_air_defense,16,333817
active_application,17,333818
active_birth,11,333819
active_citizen,13,333820
active_immunity,14,333821
active_matrix_screen,18,333822
active_placebo,13,333823
active_site,10,333824
active_transport,15,333825
active_trust,11,333826
active_voice,11,333827
activeness,10,302867
activewear,10,34203
activism,8,11502
activist,8,11541
activity,8,1015
actomyosin,10,235607
actor,5,4288
actor's_agent,12,333828
actor's_assistant,16,333829
actor's_line,11,333830
actress,7,8008
acts,4,3239
acts_of_the_apostles,17,333831
actual_damages,13,333832
actual_eviction,14,333833
actual_possession,16,333834
actual_sin,9,333835
actualisation,13,226136
actuality,9,40152
actualization,13,75084
actuarial_table,14,333836
actuary,7,36096
actuation,9,53875
actuator,8,24913
actus_reus,9,333837
acuity,6,31607
acular,6,242594
aculea,6,333838
aculeus,7,333839
acumen,6,37893
acuminate_leaf,13,333840
acupressure,11,46369
acupuncture,11,14303
acute,5,5690
acute-angled_triangle,20,333841
acute_accent,11,333842
acute_angle,10,333843
acute_anterior_poliomyelitis,26,333844
acute_brain_disorder,18,333845
acute_gastritis,14,333846
acute_glaucoma,13,333847
acute_glossitis,14,333848
acute_hemorrhagic_encephalitis,28,333849
acute_inclusion_body_encephalitis,30,333850
acute_kidney_failure,18,333851
acute_leukemia,13,333852
acute_lymphoblastic_leukemia,26,333853
acute_lymphocytic_leukemia,24,333854
acute_myelocytic_leukemia,23,333855
acute_myeloid_leukemia,20,333856
acute_organic_brain_syndrome,25,333857
acute_pyelonephritis,19,333858
acute_renal_failure,17,333859
acute_schizophrenic_episode,25,333860
acute_triangle,13,333861
acuteness,9,177701
acyclovir,9,25248
acyl,4,37176
acyl_anhydrides,14,333862
acyl_group,9,333863
acyl_halide,10,333864
acylation,9,150630
acylglycerol,12,333865
ad-lib,6,333866
ad_agency,8,333867
ad_blitz,7,333868
ad_campaign,10,333869
ad_valorem_tax,12,333870
ada,3,8040
ada-scid,8,333871
adactylia,9,333872
adactylism,10,333873
adactyly,8,333874
adad,4,194094
adage,5,43682
adagio,6,32867
adalia,6,278902
adalia_bipunctata,16,333875
adam,4,3477
adam's_apple,11,333876
adam's_needle,12,333877
adam's_needle-and-thread,23,333878
adam's_peak,10,333879
adam-and-eve,12,333880
adam_smith,9,333881
adamance,8,333882
adamant,7,39287
adams,5,4047
adams-stokes_syndrome,20,333883
adana,5,77898
adansonia,9,296249
adansonia_digitata,17,333884
adansonia_gregorii,17,333885
adapa,5,333886
adapid,6,333887
adapid_group,11,333888
adapin,6,333889
adaptability,12,35341
adaptation,10,9670
adapter,7,3405
adaption,8,69525
adaptive_radiation,17,333890
adaptor,7,8882
adar,4,74799
adar_sheni,9,333891
add,3,141
add-in,6,333892
add-on,6,333893
addax,5,290637
addax_nasomaculatus,18,333894
addend,6,187241
addendum,8,19207
adder,5,28130
adder's_fern,11,333895
adder's_tongue,13,333896
adder's_tongue_fern,17,333897
addict,6,14072
addiction,9,6511
adding_machine,13,333898
addis_ababa,10,333899
addison's_disease,16,333900
addison's_syndrome,17,333901
addition,8,1096
addition_reaction,16,333902
additions_to_esther,17,333903
additive,8,17128
additive_inverse,15,333904
addle-head,10,333905
addlehead,9,333906
address,7,249
addressee,9,38907
addressing_machine,17,333907
addressograph,13,333908
adducer,7,333909
adducing,8,284840
adduct,6,86004
adduction,9,148392
adductor,8,135943
adductor_muscle,14,333910
ade,3,28581
adelaide,8,7873
adelges,7,333911
adelges_abietis,14,333912
adelges_piceae,13,333913
adelgid,7,213687
adelgidae,9,333914
adelie,6,129912
adelie_coast,11,333915
adelie_land,10,333916
adelie_penguin,13,333917
adeline_virginia_stephen_woolf,27,333918
aden,4,43677
aden-abyan_islamic_army,21,333919
adenanthera,11,333920
adenanthera_pavonina,19,333921
adenauer,8,93129
adenine,7,46222
adenitis,8,333922
adenium,7,309173
adenium_multiflorum,18,333923
adenium_obesum,13,333924
adenocarcinoma,14,32505
adenohypophysis,15,333925
adenoid,7,148104
adenoidectomy,13,212954
adenoma,7,49413
adenomatous_polyp,16,333926
adenomegaly,11,333927
adenomyosarcoma,15,333928
adenomyosis,11,188811
adenopathy,10,240743
adenosine,9,26014
adenosine_deaminase,18,333929
adenosine_diphosphate,20,333930
adenosine_monophosphate,22,333931
adenosine_triphosphate,21,333932
adenosis,8,333933
adenota,7,333934
adenota_vardoni,14,333935
adenovirus,10,42560
adenylic_acid,12,333936
adept,5,20064
adeptness,9,333937
adequacy,8,17656
adequateness,12,333938
ader_wax,7,333939
adermin,7,333940
adesite,7,333941
adh,3,56717
adhd,4,14170
adherence,9,18143
adherent,8,56518
adhesion,8,17967
adhesion_contract,16,333942
adhesive,8,10643
adhesive_agent,13,333943
adhesive_bandage,15,333944
adhesive_friction,16,333945
adhesive_material,16,333946
adhesive_plaster,15,333947
adhesive_tape,12,333948
adhesiveness,12,174808
adhocracy,9,333949
adi_granth,9,333950
adiabatic_process,16,333951
adiantaceae,11,333952
adiantum,8,207251
adiantum_bellum,14,333953
adiantum_capillus-veneris,24,333954
adiantum_pedatum,15,333955
adiantum_tenerum,15,333956
adiantum_tenerum_farleyense,25,333957
adience,7,333958
adieu,5,55932
adige,5,63096
adios,5,48683
adipic_acid,10,333959
adipose_cell,11,333960
adipose_tissue,13,333961
adipose_tumor,12,333962
adiposeness,11,333963
adiposis,8,333964
adiposity,9,153387
adirondack_mountains,19,333965
adirondacks,11,57731
adit,4,113875
aditi,5,100434
aditya,6,59665
adjacency,9,48332
adjective,9,23913
adjoining_room,13,333966
adjournment,11,21913
adjudication,12,24545
adjudicator,11,51738
adjunct,7,17036
adjunction,10,155464
adjuration,10,333967
adjustable_spanner,17,333968
adjustable_wrench,16,333969
adjuster,8,32151
adjusting_entry,14,333970
adjustment,10,5293
adjustor,8,192808
adjutant,8,48448
adjutant_bird,12,333971
adjutant_general,15,333972
adjutant_stork,13,333973
adjuvant,8,32628
adlai_ewing_stevenson,19,333974
adlai_stevenson,14,333975
adlumia,7,333976
adlumia_fungosa,14,333977
adman,5,199921
admass,6,333978
administration,14,1041
administrative_body,18,333979
administrative_data_processing,28,333980
administrative_district,22,333981
administrative_division,22,333982
administrative_hearing,21,333983
administrative_law,17,333984
administrative_official,22,333985
administrative_unit,18,333986
administrator,13,2697
administrivia,13,48406
admirability,12,333987
admirableness,13,333988
admiral,7,14120
admiral_byrd,11,333989
admiral_dewey,12,333990
admiral_nelson,13,333991
admiral_nimitz,13,333992
admiralty,9,25055
admiralty_brass,14,333993
admiralty_island,15,333994
admiralty_islands,16,333995
admiralty_law,12,333996
admiralty_metal,14,333997
admiralty_mile,13,333998
admiralty_range,14,333999
admiration,10,23032
admirer,7,46836
admissibility,13,41623
admission,9,4272
admission_charge,15,334000
admission_day,12,334001
admission_fee,12,334002
admission_price,14,334003
admittance,10,45038
admixture,9,42226
admonisher,10,334004
admonishment,12,154862
admonition,10,55997
adnexa,6,265080
adnoun,6,334005
ado,3,20188
adobe,5,2855
adobe_brick,10,334006
adobe_house,10,334007
adobe_lily,9,334008
adobo,5,118608
adolescence,11,20393
adolescent,10,9386
adolf_eichmann,13,334009
adolf_hitler,11,334010
adolf_loos,9,334011
adolf_windaus,12,334012
adolph_simon_ochs,15,334013
adolphe_sax,10,334014
adonic,6,334015
adonic_line,10,334016
adonis,6,42420
adonis_annua,11,334017
adoptee,7,46717
adopter,7,52883
adoption,8,4001
adoptive_parent,14,334018
adorability,11,334019
adorableness,12,334020
adoration,9,37766
adorer,6,334021
adornment,9,69926
adoxography,11,334022
adp,3,18488
adp_system,9,334023
adps,4,236875
adrenal,7,22452
adrenal_cortex,13,334024
adrenal_cortical_steroid,22,334025
adrenal_gland,12,334026
adrenal_medulla,14,334027
adrenalectomy,13,137985
adrenalin,9,41389
adrenaline,10,19288
adrenarche,10,334028
adrenergic,10,31876
adrenergic_agonist_eyedrop,24,334029
adrenergic_drug,14,334030
adrenocorticotrophic_hormone,27,334031
adrenocorticotrophin,20,334032
adrenocorticotropic_hormone,26,334033
adrenocorticotropin,19,320967
adrenosterone,13,334034
adrian,6,9267
adrianople,10,228964
adrianopolis,12,334035
adriatic,8,38775
adriatic_sea,11,334036
adroitness,10,291246
adsorbate,9,168315
adsorbent,9,102398
adsorbent_material,17,334037
adsorption,10,27409
adsuki_bean,10,334038
adulation,9,71955
adulator,8,334039
adult,5,821
adult-onset_diabetes,19,334040
adult-onset_diabetes_mellitus,27,334041
adult_body,9,334042
adult_education,14,334043
adult_female,11,334044
adult_female_body,15,334045
adult_intelligence,17,334046
adult_male,9,334047
adult_male_body,13,334048
adult_respiratory_distress_syndrome,32,334049
adult_tooth,10,334050
adulterant,10,334051
adulteration,12,94023
adulterator,11,334052
adulterer,9,146917
adulteress,10,158035
adultery,8,26675
adulthood,9,23791
adumbration,11,334053
advance,7,1837
advance_death_benefit,19,334054
advanced_research_and_development_activity,38,334055
advancement,11,9793
advancer,8,269612
advantage,9,2419
advantageousness,16,334056
advection,9,51715
advent,6,11553
advent_sunday,12,334057
adventism,9,174613
adventist,9,28051
adventitia,10,301922
adventitious_root,16,334058
adventure,9,2310
adventure_story,14,334059
adventurer,10,32524
adventuress,11,140318
adventurism,11,196885
adventurousness,15,334060
adverb,6,55669
adverbial,9,103979
adversary,9,24833
adversative_conjunction,22,334061
adverse_opinion,14,334062
adverse_witness,14,334063
adversity,9,30603
advert,6,9541
advertence,10,334064
advertency,10,334065
advertisement,13,2322
advertiser,10,6637
advertising,11,890
advertising_agency,17,334066
advertising_campaign,19,334067
advertising_department,21,334068
advertising_division,19,334069
advertizement,13,334070
advertizer,10,334071
advertizing,11,88252
advertorial,11,126207
advice,6,1124
advice_and_consent,16,334072
advil,5,51587
advisability,12,82817
advisee,7,165283
advisement,10,41526
adviser,7,10177
advisor,7,3005
advisory,8,3195
advisory_board,13,334073
advisory_service,15,334074
advocacy,8,6420
advocacy_group,13,334075
advocate,8,7451
advocator,9,334076
advowson,8,334077
adynamia,8,334078
adz,3,117276
adze,4,108196
adzhar,6,334079
adzharia,8,334080
adzuki_bean,10,334081
aec,3,22867
aeciospore,10,334082
aecium,6,334083
aedes,5,72678
aedes_aegypti,12,334084
aedes_albopictus,15,334085
aegadean_islands,15,334086
aegadean_isles,13,334087
aegates,7,334088
aegates_isles,12,334089
aegean,6,29794
aegean_civilisation,18,334090
aegean_civilization,18,334091
aegean_culture,13,334092
aegean_island,12,334093
aegean_sea,9,334094
aegiceras,9,334095
aegiceras_majus,14,334096
aegilops,8,259284
aegilops_triuncalis,18,334097
aegina,6,103434
aegir,5,212799
aegis,5,22063
aegisthus,9,329070
aegospotami,11,334098
aegospotamos,12,334099
aegypiidae,10,334100
aegypius,8,334101
aegypius_monachus,16,334102
aegyptopithecus,15,334103
aelius_donatus,13,334104
aeneas,6,68173
aeneas_silvius,13,334105
aeneid,6,86024
aengus,6,153284
aeolia,6,334106
aeolian,7,79566
aeolian_harp,11,334107
aeolian_lyre,11,334108
aeolic,6,334109
aeolic_dialect,13,334110
aeolis,6,334111
aeolus,6,98187
aeon,4,28165
aeonium,7,314129
aeonium_haworthii,16,334112
aepyceros,9,334113
aepyceros_melampus,17,334114
aepyornidae,11,334115
aepyorniformes,14,334116
aepyornis,9,334117
aeration,8,40501
aerator,7,76072
aerial,6,8417
aerial_ladder,12,334118
aerial_ladder_truck,17,334119
aerial_torpedo,13,334120
aerial_tramway,13,334121
aerialist,9,166395
aerides,7,334122
aerie,5,95716
aerobacter,10,334123
aerobacter_aerogenes,19,334124
aerobatics,10,83659
aerobe,6,334125
aerobic_exercise,15,334126
aerobics,8,21367
aerobiosis,10,334127
aerodontalgia,13,334128
aerodrome,9,44771
